date,nav
2013-12-16,2.424
2013-12-17,2.452
2013-12-18,2.427
2013-12-19,2.407
2013-12-20,2.361
2013-12-23,2.385
2013-12-24,2.373
2013-12-25,2.387
2013-12-26,2.39
2013-12-27,2.402
2013-12-30,2.385
2013-12-31,2.362
2014-01-02,2.42
2014-01-03,2.434
2014-01-06,2.451
2014-01-07,2.455
2014-01-08,2.417
2014-01-09,2.416
2014-01-10,2.428
2014-01-13,2.462
2014-01-14,2.461
2014-01-15,2.439
2014-01-16,2.442
2014-01-17,2.451
2014-01-20,2.466
2014-01-21,2.456
2014-01-22,2.436
2014-01-23,2.43
2014-01-24,2.466
2014-01-27,2.475
2014-01-28,2.457
2014-01-29,2.457
2014-01-30,2.461
2014-02-07,2.48
2014-02-10,2.501
2014-02-11,2.512
2014-02-12,2.518
2014-02-13,2.519
2014-02-14,2.564
2014-02-17,2.596
2014-02-18,2.578
2014-02-19,2.58
2014-02-20,2.573
2014-02-21,2.591
2014-02-24,2.603
2014-02-25,2.621
2014-02-26,2.65
2014-02-27,2.612
2014-02-28,2.625
2014-03-03,2.66
2014-03-04,2.638
2014-03-05,2.629
2014-03-06,2.628
2014-03-07,2.651
2014-03-10,2.623
2014-03-11,2.643
2014-03-12,2.672
2014-03-13,2.696
2014-03-14,2.694
2014-03-17,2.731
2014-03-18,2.689
2014-03-19,2.68
2014-03-20,2.653
2014-03-21,2.651
2014-03-24,2.638
2014-03-25,2.611
2014-03-26,2.619
2014-03-27,2.594
2014-03-28,2.584
2014-03-31,2.577
2014-04-01,2.562
2014-04-02,2.561
2014-04-03,2.57
2014-04-04,2.575
2014-04-08,2.609
2014-04-09,2.61
2014-04-10,2.629
2014-04-11,2.625
2014-04-14,2.648
2014-04-15,2.621
2014-04-16,2.6
2014-04-17,2.593
2014-04-18,2.593
2014-04-21,2.576
2014-04-22,2.585
2014-04-23,2.579
2014-04-24,2.577
2014-04-25,2.597
2014-04-28,2.619
2014-04-29,2.601
2014-04-30,2.603
2014-05-05,2.629
2014-05-06,2.63
2014-05-07,2.628
2014-05-08,2.591
2014-05-09,2.592
2014-05-12,2.592
2014-05-13,2.596
2014-05-14,2.604
2014-05-15,2.611
2014-05-16,2.598
2014-05-19,2.608
2014-05-20,2.599
2014-05-21,2.6
2014-05-22,2.602
2014-05-23,2.602
2014-05-26,2.597
2014-05-27,2.584
2014-05-28,2.551
2014-05-29,2.523
2014-05-30,2.53
2014-06-03,2.511
2014-06-04,2.512
2014-06-05,2.506
2014-06-06,2.53
2014-06-09,2.524
2014-06-10,2.518
2014-06-11,2.527
2014-06-12,2.523
2014-06-13,2.546
2014-06-16,2.57
2014-06-17,2.54
2014-06-18,2.546
2014-06-19,2.563
2014-06-20,2.628
2014-06-23,2.64
2014-06-24,2.639
2014-06-25,2.632
2014-06-26,2.631
2014-06-27,2.634
2014-06-30,2.622
2014-07-01,2.643
2014-07-02,2.649
2014-07-03,2.641
2014-07-04,2.643
2014-07-07,2.621
2014-07-08,2.634
2014-07-09,2.641
2014-07-10,2.652
2014-07-11,2.673
2014-07-14,2.637
2014-07-15,2.621
2014-07-16,2.596
2014-07-17,2.609
2014-07-18,2.621
2014-07-21,2.63
2014-07-22,2.615
2014-07-23,2.616
2014-07-24,2.593
2014-07-25,2.583
2014-07-28,2.602
2014-07-29,2.603
2014-07-30,2.589
2014-07-31,2.583
2014-08-01,2.561
2014-08-04,2.581
2014-08-05,2.573
2014-08-06,2.57
2014-08-07,2.592
2014-08-08,2.616
2014-08-11,2.599
2014-08-12,2.605
2014-08-13,2.602
2014-08-14,2.61
2014-08-15,2.607
2014-08-18,2.581
2014-08-19,2.576
2014-08-20,2.57
2014-08-21,2.544
2014-08-22,2.545
2014-08-25,2.539
2014-08-26,2.564
2014-08-27,2.556
2014-08-28,2.558
2014-08-29,2.557
2014-09-01,2.558
2014-09-02,2.535
2014-09-03,2.519
2014-09-04,2.516
2014-09-05,2.509
2014-09-09,2.488
2014-09-10,2.491
2014-09-11,2.479
2014-09-12,2.459
2014-09-15,2.455
2014-09-16,2.461
2014-09-17,2.46
2014-09-18,2.43
2014-09-19,2.427
2014-09-22,2.398
2014-09-23,2.416
2014-09-24,2.432
2014-09-25,2.4
2014-09-26,2.435
2014-09-29,2.417
2014-09-30,2.42
2014-10-08,2.42
2014-10-09,2.433
2014-10-10,2.425
2014-10-13,2.444
2014-10-14,2.444
2014-10-15,2.429
2014-10-16,2.452
2014-10-17,2.457
2014-10-20,2.456
2014-10-21,2.478
2014-10-22,2.462
2014-10-23,2.457
2014-10-24,2.432
2014-10-27,2.43
2014-10-28,2.426
2014-10-29,2.427
2014-10-30,2.382
2014-10-31,2.313
2014-11-03,2.317
2014-11-04,2.303
2014-11-05,2.267
2014-11-06,2.262
2014-11-07,2.261
2014-11-10,2.315
2014-11-11,2.286
2014-11-12,2.312
2014-11-13,2.297
2014-11-14,2.281
2014-11-17,2.354
2014-11-18,2.353
2014-11-19,2.361
2014-11-20,2.347
2014-11-21,2.363
2014-11-24,2.38
2014-11-25,2.379
2014-11-26,2.383
2014-11-27,2.373
2014-11-28,2.363
2014-12-01,2.297
2014-12-02,2.398
2014-12-03,2.386
2014-12-04,2.389
2014-12-05,2.399
2014-12-08,2.379
2014-12-09,2.413
2014-12-10,2.471
2014-12-11,2.442
2014-12-12,2.439
2014-12-15,2.441
2014-12-16,2.401
2014-12-17,2.403
2014-12-18,2.413
2014-12-19,2.419
2014-12-22,2.413
2014-12-23,2.379
2014-12-24,2.375
2014-12-25,2.377
2014-12-26,2.392
2014-12-29,2.41
2014-12-30,2.385
2014-12-31,2.416
2015-01-05,2.417
2015-01-06,2.436
2015-01-07,2.442
2015-01-08,2.438
2015-01-09,2.44
2015-01-12,2.469
2015-01-13,2.485
2015-01-14,2.487
2015-01-15,2.462
2015-01-16,2.531
2015-01-19,2.57
2015-01-20,2.572
2015-01-21,2.615
2015-01-22,2.585
2015-01-23,2.61
2015-01-26,2.62
2015-01-27,2.596
2015-01-28,2.604
2015-01-29,2.587
2015-01-30,2.545
2015-02-02,2.592
2015-02-03,2.595
2015-02-04,2.56
2015-02-05,2.566
2015-02-06,2.562
2015-02-09,2.51
2015-02-10,2.515
2015-02-11,2.501
2015-02-12,2.471
2015-02-13,2.489
2015-02-16,2.499
2015-02-17,2.485
2015-02-25,2.458
2015-02-26,2.459
2015-02-27,2.461
2015-03-02,2.487
2015-03-03,2.463
2015-03-04,2.455
2015-03-05,2.443
2015-03-06,2.436
2015-03-09,2.387
2015-03-10,2.367
2015-03-11,2.365
2015-03-12,2.37
2015-03-13,2.359
2015-03-16,2.361
2015-03-17,2.342
2015-03-18,2.322
2015-03-19,2.357
2015-03-20,2.357
2015-03-23,2.379
2015-03-24,2.39
2015-03-25,2.394
2015-03-26,2.422
2015-03-27,2.417
2015-03-30,2.399
2015-03-31,2.367
2015-04-01,2.379
2015-04-02,2.415
2015-04-03,2.406
2015-04-07,2.426
2015-04-08,2.431
2015-04-09,2.397
2015-04-10,2.4
2015-04-13,2.425
2015-04-14,2.402
2015-04-15,2.394
2015-04-16,2.414
2015-04-17,2.411
2015-04-20,2.429
2015-04-21,2.397
2015-04-22,2.411
2015-04-23,2.381
2015-04-24,2.399
2015-04-27,2.378
2015-04-28,2.415
2015-04-29,2.425
2015-04-30,2.41
2015-05-04,2.38
2015-05-05,2.388
2015-05-06,2.398
2015-05-07,2.379
2015-05-08,2.386
2015-05-11,2.382
2015-05-12,2.379
2015-05-13,2.4
2015-05-14,2.438
2015-05-15,2.445
2015-05-18,2.464
2015-05-19,2.446
2015-05-20,2.421
2015-05-21,2.428
2015-05-22,2.427
2015-05-25,2.414
2015-05-26,2.401
2015-05-27,2.386
2015-05-28,2.382
2015-05-29,2.384
2015-06-01,2.377
2015-06-02,2.383
2015-06-03,2.384
2015-06-04,2.368
2015-06-05,2.359
2015-06-08,2.355
2015-06-09,2.36
2015-06-10,2.377
2015-06-11,2.373
2015-06-12,2.372
2015-06-15,2.375
2015-06-16,2.382
2015-06-17,2.365
2015-06-18,2.384
2015-06-19,2.403
2015-06-23,2.382
2015-06-24,2.352
2015-06-25,2.36
2015-06-26,2.358
2015-06-29,2.364
2015-06-30,2.358
2015-07-01,2.352
2015-07-02,2.336
2015-07-03,2.345
2015-07-06,2.345
2015-07-07,2.347
2015-07-08,2.299
2015-07-09,2.334
2015-07-10,2.335
2015-07-13,2.324
2015-07-14,2.315
2015-07-15,2.32
2015-07-16,2.304
2015-07-17,2.3
2015-07-20,2.243
2015-07-21,2.224
2015-07-22,2.196
2015-07-23,2.203
2015-07-24,2.179
2015-07-27,2.22
2015-07-28,2.202
2015-07-29,2.203
2015-07-30,2.181
2015-07-31,2.175
2015-08-03,2.2
2015-08-04,2.188
2015-08-05,2.183
2015-08-06,2.182
2015-08-07,2.194
2015-08-10,2.205
2015-08-11,2.256
2015-08-12,2.33
2015-08-13,2.318
2015-08-14,2.306
2015-08-17,2.313
2015-08-18,2.317
2015-08-19,2.324
2015-08-20,2.352
2015-08-21,2.387
2015-08-24,2.4
2015-08-25,2.383
2015-08-26,2.363
2015-08-27,2.337
2015-08-28,2.338
2015-08-31,2.343
2015-09-01,2.352
2015-09-02,2.355
2015-09-07,2.315
2015-09-08,2.311
2015-09-09,2.316
2015-09-10,2.286
2015-09-11,2.289
2015-09-14,2.283
2015-09-15,2.284
2015-09-16,2.285
2015-09-17,2.31
2015-09-18,2.324
2015-09-21,2.345
2015-09-22,2.339
2015-09-23,2.33
2015-09-24,2.344
2015-09-25,2.357
2015-09-28,2.341
2015-09-29,2.309
2015-09-30,2.308
2015-10-08,2.352
2015-10-09,2.351
2015-10-12,2.376
2015-10-13,2.367
2015-10-14,2.401
2015-10-15,2.418
2015-10-16,2.409
2015-10-19,2.399
2015-10-20,2.404
2015-10-21,2.406
2015-10-22,2.393
2015-10-23,2.408
2015-10-26,2.386
2015-10-27,2.388
2015-10-28,2.403
2015-10-29,2.377
2015-10-30,2.342
2015-11-02,2.336
2015-11-03,2.324
2015-11-04,2.291
2015-11-05,2.273
2015-11-06,2.276
2015-11-09,2.247
2015-11-10,2.245
2015-11-11,2.247
2015-11-12,2.237
2015-11-13,2.235
2015-11-16,2.258
2015-11-17,2.225
2015-11-18,2.212
2015-11-19,2.218
2015-11-20,2.234
2015-11-23,2.211
2015-11-24,2.217
2015-11-25,2.231
2015-11-26,2.22
2015-11-27,2.209
2015-11-30,2.182
2015-12-01,2.218
2015-12-02,2.208
2015-12-03,2.183
2015-12-04,2.201
2015-12-07,2.251
2015-12-08,2.248
2015-12-09,2.235
2015-12-10,2.23
2015-12-11,2.232
2015-12-14,2.242
2015-12-15,2.219
2015-12-16,2.225
2015-12-17,2.234
2015-12-18,2.217
2015-12-21,2.241
2015-12-22,2.254
2015-12-23,2.248
2015-12-24,2.249
2015-12-25,2.253
2015-12-28,2.251
2015-12-29,2.252
2015-12-30,2.246
2015-12-31,2.233
2016-01-04,2.249
2016-01-05,2.268
2016-01-06,2.283
2016-01-07,2.334
2016-01-08,2.337
2016-01-11,2.351
2016-01-12,2.326
2016-01-13,2.295
2016-01-14,2.316
2016-01-15,2.307
2016-01-18,2.319
2016-01-19,2.315
2016-01-20,2.325
2016-01-21,2.344
2016-01-22,2.327
2016-01-25,2.339
2016-01-26,2.372
2016-01-27,2.373
2016-01-28,2.37
2016-01-29,2.367
2016-02-01,2.383
2016-02-02,2.387
2016-02-03,2.387
2016-02-04,2.42
2016-02-05,2.441
2016-02-15,2.539
2016-02-16,2.516
2016-02-17,2.542
2016-02-18,2.532
2016-02-19,2.568
2016-02-22,2.551
2016-02-23,2.563
2016-02-24,2.572
2016-02-25,2.605
2016-02-26,2.606
2016-02-29,2.59
2016-03-01,2.613
2016-03-02,2.588
2016-03-03,2.616
2016-03-04,2.649
2016-03-07,2.651
2016-03-08,2.664
2016-03-09,2.639
2016-03-10,2.616
2016-03-11,2.651
2016-03-14,2.622
2016-03-15,2.578
2016-03-16,2.592
2016-03-17,2.64
2016-03-18,2.626
2016-03-21,2.598
2016-03-22,2.622
2016-03-23,2.583
2016-03-24,2.551
2016-03-25,2.561
2016-03-28,2.558
2016-03-29,2.551
2016-03-30,2.587
2016-03-31,2.558
2016-04-01,2.571
2016-04-05,2.555
2016-04-06,2.561
2016-04-07,2.557
2016-04-08,2.574
2016-04-11,2.61
2016-04-12,2.614
2016-04-13,2.599
2016-04-14,2.58
2016-04-15,2.57
2016-04-18,2.5833
2016-04-19,2.5995
2016-04-20,2.6005
2016-04-21,2.6278
2016-04-22,2.6048
2016-04-25,2.5908
2016-04-26,2.5842
2016-04-27,2.6069
2016-04-28,2.6151
2016-04-29,2.6633
2016-05-03,2.7069
2016-05-04,2.6835
2016-05-05,2.676
2016-05-06,2.6822
2016-05-09,2.6809
2016-05-10,2.6599
2016-05-11,2.6702
2016-05-12,2.6639
2016-05-13,2.6747
2016-05-16,2.6933
2016-05-17,2.6787
2016-05-18,2.6791
2016-05-19,2.6448
2016-05-20,2.6449
2016-05-23,2.6408
2016-05-24,2.6242
2016-05-25,2.5841
2016-05-26,2.5981
2016-05-27,2.5799
2016-05-30,2.5525
2016-05-31,2.5685
2016-06-01,2.5825
2016-06-02,2.5793
2016-06-03,2.5735
2016-06-06,2.6243
2016-06-07,2.6284
2016-06-08,2.6504
2016-06-13,2.7169
2016-06-14,2.7144
2016-06-15,2.7272
2016-06-16,2.7759
2016-06-17,2.7263
2016-06-20,2.7193
2016-06-21,2.7157
2016-06-22,2.6849
2016-06-23,2.6883
2016-06-24,2.8135
2016-06-27,2.8275
2016-06-28,2.8158
2016-06-29,2.829
2016-06-30,2.814
2016-07-01,2.8579
2016-07-04,2.8977
2016-07-05,2.8858
2016-07-06,2.9371
2016-07-07,2.9414
2016-07-08,2.9152
2016-07-11,2.9289
2016-07-12,2.9228
2016-07-13,2.893
2016-07-14,2.8729
2016-07-15,2.8692
2016-07-18,2.8617
2016-07-19,2.869
2016-07-20,2.8573
2016-07-21,2.8321
2016-07-22,2.8487
2016-07-25,2.8313
2016-07-26,2.8383
2016-07-27,2.8349
2016-07-28,2.8756
2016-07-29,2.8568
2016-08-01,2.8802
2016-08-02,2.8994
2016-08-03,2.9174
2016-08-04,2.8889
2016-08-05,2.9196
2016-08-08,2.8626
2016-08-09,2.8883
2016-08-10,2.8942
2016-08-11,2.8767
2016-08-12,2.8663
2016-08-15,2.8718
2016-08-16,2.878
2016-08-17,2.8662
2016-08-18,2.8869
2016-08-19,2.8802
2016-08-22,2.8617
2016-08-23,2.8664
2016-08-24,2.8652
2016-08-25,2.8469
2016-08-26,2.8469
2016-08-29,2.833
2016-08-30,2.8379
2016-08-31,2.8299
2016-09-01,2.8129
2016-09-02,2.8226
2016-09-05,2.8512
2016-09-06,2.8609
2016-09-07,2.8916
2016-09-08,2.8899
2016-09-09,2.8749
2016-09-12,2.8618
2016-09-13,2.8594
2016-09-14,2.8474
2016-09-19,2.8359
2016-09-20,2.833
2016-09-21,2.8419
2016-09-22,2.8664
2016-09-23,2.8659
2016-09-26,2.8691
2016-09-27,2.8728
2016-09-28,2.847
2016-09-29,2.8433
2016-09-30,2.8474
2016-10-10,2.7313
2016-10-11,2.7316
2016-10-12,2.7246
2016-10-13,2.7302
2016-10-14,2.7262
2016-10-17,2.7288
2016-10-18,2.7479
2016-10-19,2.7443
2016-10-20,2.7582
2016-10-21,2.7536
2016-10-24,2.7671
2016-10-25,2.7713
2016-10-26,2.7859
2016-10-27,2.775
2016-10-28,2.7737
2016-10-31,2.7876
2016-11-01,2.7994
2016-11-02,2.824
2016-11-03,2.8356
2016-11-04,2.8277
2016-11-07,2.8122
2016-11-08,2.8054
2016-11-09,2.8821
2016-11-10,2.8245
2016-11-11,2.7832
2016-11-14,2.7184
2016-11-15,2.7354
2016-11-16,2.7312
2016-11-17,2.7331
2016-11-18,2.7056
2016-11-21,2.7266
2016-11-22,2.7228
2016-11-23,2.7287
2016-11-24,2.7027
2016-11-25,2.6922
2016-11-28,2.7046
2016-11-29,2.6857
2016-11-30,2.6779
2016-12-01,2.6542
2016-12-02,2.6522
2016-12-05,2.6489
2016-12-06,2.6458
2016-12-07,2.6534
2016-12-08,2.6838
2016-12-09,2.6638
2016-12-12,2.649
2016-12-13,2.6524
2016-12-14,2.6583
2016-12-15,2.6291
2016-12-16,2.6202
2016-12-19,2.6267
2016-12-20,2.6198
2016-12-21,2.6089
2016-12-22,2.5992
2016-12-23,2.5999
2016-12-26,2.6132
2016-12-27,2.6159
2016-12-28,2.6184
2016-12-29,2.6292
2016-12-30,2.6383
2016-12-31,2.6383
2017-01-03,2.6359
2017-01-04,2.6481
2017-01-05,2.6467
2017-01-06,2.6523
2017-01-09,2.6583
2017-01-10,2.6805
2017-01-11,2.6904
2017-01-12,2.6928
2017-01-13,2.6874
2017-01-16,2.7045
2017-01-17,2.7213
2017-01-18,2.7099
2017-01-19,2.6799
2017-01-20,2.69
2017-01-23,2.7023
2017-01-24,2.6981
2017-01-25,2.6802
2017-01-26,2.662
2017-02-03,2.6925
2017-02-06,2.7173
2017-02-07,2.741
2017-02-08,2.7429
2017-02-09,2.7625
2017-02-10,2.7278
2017-02-13,2.7458
2017-02-14,2.74
2017-02-15,2.7334
2017-02-16,2.7487
2017-02-17,2.7569
2017-02-20,2.7544
2017-02-21,2.7549
2017-02-22,2.7554
2017-02-23,2.7614
2017-02-24,2.7956
2017-02-27,2.8053
2017-02-28,2.8176
2017-03-01,2.7793
2017-03-02,2.7828
2017-03-03,2.7616
2017-03-06,2.7647
2017-03-07,2.7531
2017-03-08,2.7373
2017-03-09,2.7216
2017-03-10,2.7035
2017-03-13,2.7283
2017-03-14,2.7124
2017-03-15,2.7145
2017-03-16,2.7582
2017-03-17,2.7556
2017-03-20,2.77
2017-03-21,2.7569
2017-03-22,2.7814
2017-03-23,2.7815
2017-03-24,2.7781
2017-03-27,2.8046
2017-03-28,2.8016
2017-03-29,2.7967
2017-03-30,2.7953
2017-03-31,2.7774
2017-04-05,2.8056
2017-04-06,2.8014
2017-04-07,2.8286
2017-04-10,2.8133
2017-04-11,2.8177
2017-04-12,2.8434
2017-04-13,2.8662
2017-04-14,2.8653
2017-04-17,2.8683
2017-04-18,2.8606
2017-04-19,2.8569
2017-04-20,2.8543
2017-04-21,2.853
2017-04-24,2.8352
2017-04-25,2.8323
2017-04-26,2.8199
2017-04-27,2.8252
2017-04-28,2.8338
2017-05-02,2.8088
2017-05-03,2.8031
2017-05-04,2.7614
2017-05-05,2.7581
2017-05-08,2.7545
2017-05-09,2.7515
2017-05-10,2.7384
2017-05-11,2.7421
2017-05-12,2.7545
2017-05-15,2.7623
2017-05-16,2.7665
2017-05-17,2.7755
2017-05-18,2.7976
2017-05-19,2.7921
2017-05-22,2.7994
2017-05-23,2.8134
2017-05-24,2.7845
2017-05-25,2.7968
2017-05-26,2.8027
2017-05-31,2.7893
2017-06-01,2.7892
2017-06-02,2.7809
2017-06-05,2.8179
2017-06-06,2.8312
2017-06-07,2.8368
2017-06-08,2.8263
2017-06-09,2.7966
2017-06-12,2.7879
2017-06-13,2.7829
2017-06-14,2.7923
2017-06-15,2.7741
2017-06-16,2.7683
2017-06-19,2.7619
2017-06-20,2.7594
2017-06-21,2.7572
2017-06-22,2.774
2017-06-23,2.7769
2017-06-26,2.7781
2017-06-27,2.7647
2017-06-28,2.7585
2017-06-29,2.7494
2017-06-30,2.7301
2017-07-03,2.7175
2017-07-04,2.7029
2017-07-05,2.6993
2017-07-06,2.7003
2017-07-07,2.6971
2017-07-10,2.657
2017-07-11,2.6747
2017-07-12,2.6881
2017-07-13,2.6901
2017-07-14,2.6771
2017-07-17,2.7021
2017-07-18,2.7076
2017-07-19,2.7126
2017-07-20,2.712
2017-07-21,2.7309
2017-07-24,2.737
2017-07-25,2.7372
2017-07-26,2.7218
2017-07-27,2.7448
2017-07-28,2.7417
2017-07-31,2.7498
2017-08-01,2.7518
2017-08-02,2.7468
2017-08-03,2.7328
2017-08-04,2.7513
2017-08-07,2.7325
2017-08-08,2.729
2017-08-09,2.7401
2017-08-10,2.7516
2017-08-11,2.7659
2017-08-14,2.7647
2017-08-15,2.7457
2017-08-16,2.7437
2017-08-17,2.7686
2017-08-18,2.7836
2017-08-21,2.7737
2017-08-22,2.7654
2017-08-23,2.7686
2017-08-24,2.7694
2017-08-25,2.7664
2017-08-28,2.7804
2017-08-29,2.81
2017-08-30,2.7784
2017-08-31,2.7774
2017-09-01,2.7937
2017-09-04,2.8186
2017-09-05,2.8102
2017-09-06,2.8226
2017-09-07,2.8121
2017-09-08,2.8157
2017-09-11,2.813
2017-09-12,2.7967
2017-09-13,2.8048
2017-09-14,2.7961
2017-09-15,2.8001
2017-09-18,2.7874
2017-09-19,2.7846
2017-09-20,2.787
2017-09-21,2.7627
2017-09-22,2.771
2017-09-25,2.7633
2017-09-26,2.7987
2017-09-27,2.7743
2017-09-28,2.7645
2017-09-29,2.7722
2017-10-09,2.7605
2017-10-10,2.7596
2017-10-11,2.7486
2017-10-12,2.76
2017-10-13,2.7625
2017-10-16,2.7779
2017-10-17,2.7636
2017-10-18,2.7544
2017-10-19,2.7464
2017-10-20,2.7456
2017-10-23,2.7381
2017-10-24,2.7474
2017-10-25,2.7359
2017-10-26,2.742
2017-10-27,2.7263
2017-10-30,2.7262
2017-10-31,2.7363
2017-11-01,2.7314
2017-11-02,2.7303
2017-11-03,2.7329
2017-11-06,2.7269
2017-11-07,2.7402
2017-11-08,2.7425
2017-11-09,2.7505
2017-11-10,2.7562
2017-11-13,2.7466
2017-11-14,2.7416
2017-11-15,2.7472
2017-11-16,2.7367
2017-11-17,2.7452
2017-11-20,2.7596
2017-11-21,2.7455
2017-11-22,2.744
2017-11-23,2.7486
2017-11-24,2.7488
2017-11-27,2.7497
2017-11-28,2.7533
2017-11-29,2.7582
2017-11-30,2.7402
2017-12-01,2.7246
2017-12-04,2.7227
2017-12-05,2.7249
2017-12-06,2.7105
2017-12-07,2.6891
2017-12-08,2.6742
2017-12-11,2.679
2017-12-12,2.6712
2017-12-13,2.6741
2017-12-14,2.6961
2017-12-15,2.6919
2017-12-18,2.6951
2017-12-19,2.7091
2017-12-20,2.7029
2017-12-21,2.6976
2017-12-22,2.7014
2017-12-25,2.7113
2017-12-26,2.7149
2017-12-27,2.7232
2017-12-28,2.7307
2017-12-29,2.7257
2017-12-31,2.7257
2018-01-02,2.7486
2018-01-03,2.7556
2018-01-04,2.7475
2018-01-05,2.7582
2018-01-08,2.7615
2018-01-09,2.7674
2018-01-10,2.762
2018-01-11,2.7735
2018-01-12,2.7792
2018-01-15,2.7909
2018-01-16,2.7834
2018-01-17,2.7719
2018-01-18,2.757
2018-01-19,2.7514
2018-01-22,2.7549
2018-01-23,2.7667
2018-01-24,2.7737
2018-01-25,2.7837
2018-01-26,2.77
2018-01-29,2.7549
2018-01-30,2.7351
2018-01-31,2.7356
2018-02-01,2.7291
2018-02-02,2.7326
2018-02-05,2.71
2018-02-06,2.7274
2018-02-07,2.693
2018-02-08,2.688
2018-02-09,2.6906
2018-02-12,2.6959
2018-02-13,2.7063
2018-02-14,2.7268
2018-02-22,2.7083
2018-02-23,2.714
2018-02-26,2.7303
2018-02-27,2.7179
2018-02-28,2.6973
2018-03-01,2.6922
2018-03-02,2.7033
2018-03-05,2.7151
2018-03-06,2.7059
2018-03-07,2.7172
2018-03-08,2.7162
2018-03-09,2.7002
2018-03-12,2.7021
2018-03-13,2.7011
2018-03-14,2.7053
2018-03-15,2.7037
2018-03-16,2.696
2018-03-19,2.68
2018-03-20,2.6891
2018-03-21,2.6913
2018-03-22,2.7149
2018-03-23,2.7431
2018-03-26,2.7354
2018-03-27,2.7345
2018-03-28,2.7187
2018-03-29,2.6925
2018-03-30,2.6989
2018-04-02,2.7017
2018-04-03,2.7177
2018-04-04,2.7148
2018-04-09,2.7082
2018-04-10,2.7128
2018-04-11,2.7221
2018-04-12,2.7338
2018-04-13,2.714
2018-04-16,2.7217
2018-04-17,2.7278
2018-04-18,2.7232
2018-04-19,2.7336
2018-04-20,2.7215
2018-04-23,2.7072
2018-04-24,2.7035
2018-04-25,2.6974
2018-04-26,2.7049
2018-04-27,2.6952
2018-05-02,2.6904
2018-05-03,2.686
2018-05-04,2.6867
2018-05-07,2.6917
2018-05-08,2.6952
2018-05-09,2.6878
2018-05-10,2.6927
2018-05-11,2.6995
2018-05-14,2.6967
2018-05-15,2.6862
2018-05-16,2.6625
2018-05-17,2.6464
2018-05-18,2.6494
2018-05-21,2.6445
2018-05-22,2.6513
2018-05-23,2.6561
2018-05-24,2.6676
2018-05-25,2.6794
2018-05-28,2.6687
2018-05-29,2.6746
2018-05-30,2.6791
2018-05-31,2.6859
2018-06-01,2.6814
2018-06-04,2.6698
2018-06-05,2.6653
2018-06-06,2.669
2018-06-07,2.6711
2018-06-08,2.6715
2018-06-11,2.6727
2018-06-12,2.6712
2018-06-13,2.6686
2018-06-14,2.6792
2018-06-15,2.6767
2018-06-19,2.6679
2018-06-20,2.6528
2018-06-21,2.6472
2018-06-22,2.6564
2018-06-25,2.6608
2018-06-26,2.6612
2018-06-27,2.6647
2018-06-28,2.6591
2018-06-29,2.6628
2018-06-30,2.6628
2018-07-02,2.6632
2018-07-03,2.6673
2018-07-04,2.6728
2018-07-05,2.6717
2018-07-06,2.6808
2018-07-09,2.6796
2018-07-10,2.6711
2018-07-11,2.6785
2018-07-12,2.6684
2018-07-13,2.6665
2018-07-16,2.6699
2018-07-17,2.667
2018-07-18,2.643
2018-07-19,2.6511
2018-07-20,2.6629
2018-07-23,2.672
